År	Län	Distance from station	Graderingsdatum	Mjöldagg % ang blad 1–3	Kornets bladfläcksjuka % ang blad 1–3	Sköldfläcksjuka % ang blad 1–3	Kornrost % ang blad 1–3	Trips antal/strå	Trips % ang bladslidor	Havrebladlus antal/strå	Sädesbladlus antal/strå	Svartpricksjuka % ang blad 1–3	Trips antal/planta	Bladlus antal/blad	Gröna löss antal/25 pl	Stritnymfer antal/blad	Vetets bladfläcksjuka % ang blad 1–3	Stråknäckare index	Primär angrepp % ang plantor	Bladmögel % ang plantor	Rotbrand ang pl/10 pl	Apotecier A antal/25 skl	Apotecier C antal/25 skl	Ärtvecklare antal/fälla	Bladmögel % ang bladyta	Bladfläcksvampar % ang blad 1–3	Betfluga 0–5	Jordburna insekter ang pl/10 pl	Fusarium % ang plantor	Rapsbagge antal/planta	Betrost % angripna blad	Stritar antal/dygn/fälla1	Stritar antal/dygn/fälla2	Betfluga ang pl/25 pl	Mjöldagg % angripna blad	Ärtbladlus antal/toppskott	Blygrå rapsvivel antal/planta	Längd cm	Cercospora % angripna blad	Stinkfly antal/blad	Betbladlus ang pl/25 pl	Svamp totalt % angripna blad	Ärtvivel % angripna blad	Planttäthet antal/100m	Alternaria % ang bladyta	Minerarfluga-stick % ang blad 1–3	Apotecier B antal/25 skl	Bipolaris % ang plantor	Apotecier D antal/25 skl	Jordloppor ang pl/25 pl	Bladmögel % angripna blad	Fritfluga % ang plantor	Jordloppor antal/meter	Brunrost % ang blad 1–3	Gräsbladlus antal/strå	Trips ang pl/25 pl	Vattentillgång 0–5	Gulrost % ang blad 1–3	Betbladlus antal/planta	Trips antal/toppskott	Kronrost % ang blad 1–3	Ramularia % angripna blad	Jordloppor % ang plantor	Nederbörd mm	Fjärilslarver % angripna blad
2007	Skåne län	60-70	2007-07-02																			2	6																								1		0															48	
2007	Skåne län	60-70	2007-04-30	0						0	0	4					0									0																												0	0			0						0	
2007	Skåne län	60-70	2007-04-23	0								30					0									30																												0				0						1	
2007	Skåne län	60-70	2007-05-07	0						0	0	2					0									2																												0	0			0						4	
2007	Skåne län	60-70	2007-05-14	0						0	0	0,01					0									0																												0	0			0						30	
2007	Skåne län	60-70	2007-05-21	0						0	0	0,01					0									0																												0	0			0						18	
2007	Skåne län	60-70	2007-05-28	0						0	0,01	4					0									0																												6	0			0						13	
2007	Skåne län	60-70	2007-06-04	0						0,04	0,08	32					0									32																												18	0			6						15	
2007	Skåne län	60-70	2007-06-11	0						0	0,24	44					0									44																												56	0			12						0	
2007	Skåne län	60-70	2007-06-18	0						0	0,36	84					0									84																												80	0			14						26	
2007	Skåne län	60-70	2007-06-25	0						0	0	100					0									100																												100	0			8						50	
2007	Skåne län	60-70	2007-07-02	0						0	0	100					0									100																												82	0			0						48	
2007	Skåne län	60-70	2007-04-30	0						0	0								0							0																										0			0						0				
2007	Skåne län	60-70	2007-04-23	0						0	0								0							0																										0			0						0				
2007	Skåne län	60-70	2007-05-07	0						0	0								0							0																										0			0						0				
2007	Skåne län	60-70	2007-05-14	0						0	0								0							0																										0			0						0				
2007	Skåne län	60-70	2007-05-21	0						0	0								0							0																										0			0						0				
2007	Skåne län	60-70	2007-05-28	0						0	0								0							0																										0			0						0				
2007	Skåne län	60-70	2007-06-04	0						0,01	0,01								0							0																										0			0						0				
2007	Skåne län	60-70	2007-06-11	0						0,76	0,2															0																													0						0				
2007	Skåne län	60-70	2007-06-18	0						0,12	0,12															2																													0						0				
2007	Skåne län	60-70	2007-06-25	0						0	0,6															0,01																													0						0				
2007	Skåne län	60-70	2007-07-02	0						0	0								0							8																													0						2				
2007	Skåne län	60-70	2007-04-30	0	0,01	0	0			0	0								2																											0		0							0										
2007	Skåne län	60-70	2007-04-23	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	60-70	2007-05-07	0	0	0	0			0	0								6																											0		0							0										
2007	Skåne län	60-70	2007-05-14	0	0,01	0	0			0	0								0																											0									0										
2007	Skåne län	60-70	2007-05-21	0	8	0	0			0	0								0																											0									0										
2007	Skåne län	60-70	2007-05-28	0	38	0	4			0,01	0								0																											0									0,01										
2007	Skåne län	60-70	2007-06-04	0	22	0	2			0,08	0								0																											0									0,8										
2007	Skåne län	60-70	2007-06-11	0	52	0	0			0,04	0,02																																												0										
2007	Skåne län	60-70	2007-06-18	0	64	0	8			0,01	0,3																																												0										
2007	Skåne län	60-70	2007-06-25	0	84	0	12			0	0																																												0										
2007	Skåne län	60-70	2007-07-02	0	92	0	68			0	0																																												0										
2007	Skåne län	60-70	2007-05-07	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	60-70	2007-05-14	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	60-70	2007-05-21	2						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	60-70	2007-05-28	0						0,01	0	0					0									0																										0		0	0			0							
2007	Skåne län	60-70	2007-06-04	18						0,01	0	0					0									0																										0		0	0			0							
2007	Skåne län	60-70	2007-06-11	4						0,16	0,04	0					2									2																												0	0			0							
2007	Skåne län	60-70	2007-06-18	26						0,04	0,24	4					2									6																												0	0,01			0							
2007	Skåne län	60-70	2007-06-25	48						0,01	0	4					0									4																												12	0			0							
2007	Skåne län	60-70	2007-07-02	64						0	0	8					0									8																												16	0			0							
2007	Skåne län		2007-04-30												0						0						0	0	1					0							0			305						0						0	2		0						
2007	Skåne län		2007-04-23												0						0						0	0	1					0							0			156						0						0	2		0						
2007	Skåne län		2007-05-07																		0						0	0	0					0										307						0						0	3								
2007	Skåne län		2007-05-14												0						0						0	0	0					0							0			325						0						0	3		0						
2007	Skåne län		2007-05-21																		0						0	0						0							2									0						0	3								
2007	Skåne län		2007-05-28												0																										0																		0						
2007	Skåne län		2007-06-04												0												0							0							0,01									0						0	3		0						
2007	Skåne län		2007-06-11												0,01												0							0										332													1		0,01						
2007	Skåne län		2007-06-18												0												0							0							1																3		0,01						
2007	Skåne län		2007-06-25												0												0							0							0																3		0						
2007	Skåne län		2007-07-02												0																										0																4		0						
2007	Skåne län		2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-04-23	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-05-07	2	0	0	0,01			0	0								0																											0		0							0										
2007	Skåne län		2007-05-14	10	0	0	0			0	0,2								0																											0									0										
2007	Skåne län		2007-05-21	22	0	0	0,01			0	0								0																											0									0										
2007	Skåne län		2007-05-28	22	0	0	0			0,01	0								0																											0									0										
2007	Skåne län		2007-06-04	16	0	0	0			0	0,36								0																											0									0										
2007	Skåne län		2007-06-11	24	2	0	2			0,04	0,04																																												0										
2007	Skåne län		2007-06-18	8	0	0	6			0	0																																												0,04										
2007	Skåne län		2007-06-25	24	0	0	44			0	0																																												0										
2007	Skåne län		2007-07-02	0	0	0	42			0	0																																												0										
2007	Skåne län		2007-04-30	16		0,01		0,32		0	0																																											24	0										
2007	Skåne län		2007-04-23	0		0,01		0	0	0	0																																											12	0										
2007	Skåne län		2007-05-07	10		0		0,8		0	0																																											20	0										
2007	Skåne län		2007-05-14	10		0		0	0	0	0																																											78	0										
2007	Skåne län		2007-05-21	0		4		0	0	0	0																																											76	0										
2007	Skåne län		2007-06-04	0		0,01				0	0																																											100	0										
2007	Skåne län		2007-06-11	0		0,01			40	0	0																																											100	0										
2007	Skåne län		2007-04-30	0						0	0,01	8					0									0																												0	0			0						0	
2007	Skåne län		2007-04-23	0						0	0	26					0																																					0	0			0						2	
2007	Skåne län		2007-05-07	0						0	0,04	10					0									10																												0	0			0						5	
